Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
^ASSOCIACAO DE PAIS MESTRE E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E ALUN DA E\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E SER DO CENTRO MUN DE ED INF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E SER DO CMEI,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E SERV DO CENTRO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E SERV DO CMEI,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF E\\.I\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF\\. DA E\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROF\\.AMIGOS E\\.E\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROFESSORES E ALUNOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROFESSORES E AMIGOS DA E M,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROFESSORES E AMIGOS DO CENTRO MUNICIPAL DE EDUCACAO INF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROFESSORES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS PROFESSORES FUNCIONARIOS E AMIGOS DA E E I,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS MESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS DE 1 GRAU,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS E AMIGOS DA EDUC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS E AMIGOS DAS ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS E AMIGOS DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS FUNCIONARIOS E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS MESTRES E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS ALUNOS MESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS E FUNCIONARIOS DA CRECHE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS E MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS E MESTRES DO CENTRO DE EDUC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS E MESTRES DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS E SERVIDORES DO CENTRO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS AMIGOS ALUNOS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS EDUCADORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS EX-ALUNOS E ALUNOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS FUNCIONARIOS E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS MESTRE E FUNCIONARIO DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS MESTRE E FUNCIONARIOS CENTRO MUNIC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS MESTRE E FUNCIONARIOS DO CENTRO MUNIC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS MESTRE E FUNCIONARIOS DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS METRES E COMUNITARIOS DO CENTRO MUNIC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAIS METRES E FUNCIONARIOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISMESTRE E FUNCIONARIOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISMESTRES E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISMESTRES E FUNC\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISMESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISMESTRESALUNOSE FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISPROF. E SERV,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISPROFESORES ALUNOS E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISPROFESSORES E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISPROFESSORES E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PAISPROFESSORESALUNOSE FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES ALUNOS E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES PAIS ALUNOS E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES PAIS E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES PAIS E FUNCIONARIOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES ALUNOS E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES ALUNOSFUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES FUNCIONARIOS E PAIS DE ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES FUNCIONARIOS PAIS DE ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES PAIS E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORES PAIS ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORESALUNOS E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DE PROFESSORESPAISALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DER PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CIRCULO DE PAES E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CIRCULO DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CIRCULO DE PAIS MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO DE ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO DE GESTAO DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO GESTOR DA CRECHE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO GESTOR DA E\\.M\\.E\\.I\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DO CONSELHO GESTOR DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS ALUNOS FUNCIONARIOS E PAIS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS ALUNOS FUNCIONARIOS E PAIS DE ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PAIS MESTRES E AMIGOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PAIS MESTRES E COM\\. DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PAISMESTRES E FUNCIONARIOS DO CENTRO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PROFESSORES ALUNOS PAIS E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PROFESSORES EX PROFESSORES E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO DOS PROFESSORES FUNCIONARIOS E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESC COM,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESC\\. COM,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESC\\.DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESCOLA / COMUNIDADE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESCOLA/COMUNIDADE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESCOLA-COMUNIDADE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS E PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS E ROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS MES FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS MESTRES E AMIGOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS MESTRES E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS MESTRES FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS ALUNOS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS MESTRES E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS PROFESSORES E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAODE PAISMESTRES E COMUNIT,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAOPAIS MESTRES F AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DE PAIS E MESTRES DO CEI,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DE PAIS E MESTRES DO GRUPO ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DE PAIS E MESTRES ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DE PAISMESTRES E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DE PROFESSORES E FUNC\\.DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACO DO CONSELHO GESTOR DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACOA DE PAIS E MEST DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACOA DE PAIS E MESTRES ALUNOS E AMIGOS ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACOES DE PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACOES DE PAIS E PROFESSORES$,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE A E EST,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE ALUNOS FUNCIONARIOS E PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE APOIO A ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE APOIO DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE APOIO DO C,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE APOIO ESCOLA MUNIC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAES E MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAES E METRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS ALUNOS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS COMUNITARIOA DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS E MESTE DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS E MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRE E FUNCIONRIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS PROF\\. DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRE E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E AMIGOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E FUNCIONRIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS MESTRES E FUNICIONRIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAIS METRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DE PAISMESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DO CPM DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO DOS PAIS E MESTRES CENTRO EDUC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAO ESCOLA COMUNIDADE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIASCAO DE PAIS E MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIAVAO DE PAIS MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO APOIO DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE APOIO A ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE APOIO DA ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE APOIO DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE APOIO DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS E COMUNITARIOS DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS E FUNCIONARIOS DO CENTRO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS E FUNCIONRIOS DO CENTRO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS E PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRES DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRES S COMUNITARIO,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS PROF E SERV,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS ALUNOS MESTRES E AMIGOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRE E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS MESTRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS PROF E SERV,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOCICAO DE PAIS PROFESSORES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOS\\.DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSCIACAO DE PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSIACAO DE PAIS MESTRE E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSSIACAO DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSSIACAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSSIACAO DE PAIS METRES E FUNCIONARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSSIACAO DE PAIS MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSOSSIACAO PAIS MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSSOCIACAO DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSSOCIACAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASSSOCIACAO DE PAIS MESTRES E COMUNITARIOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASSSOCICAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO UNIDADE ESCO,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO WSCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO/ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHOM DE ESCO,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHOR ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELHOS ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELLHO DE ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELLHO ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSELO ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^CONSENHO ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^COSELHO ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^UNIDADE EXECUTORA,10,1,1,CAIXAS ESCOLARES e similares,
^UNIDADE EXECUTROA,10,1,1,CAIXAS ESCOLARES e similares,
^UNIDADE EXERCUTORA,10,1,1,CAIXAS ESCOLARES e similares,
^UNIDADE EXUCUTORA,10,1,1,CAIXAS ESCOLARES e similares,
A A E J\\.,10,1,1,CAIXAS ESCOLARES e similares,
ASSOC APOIO DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
ASSOC\\. DE APOIO DA CRECHE,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO COMUNIDADE ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO COMUNITARIA ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DA COMUNIDADE ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE ALUNOS PAIS,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E COMUNITARIOS DA ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E FUNCI,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E PROFESSROES,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS PROF\\.E FUNC\\.DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS PROFE,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DOS ALUNOS PROFE,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DOS PROFESSORES E ELUNOS,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO ESCOLA COMUNIDADE,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAODE PAIS E MESTRES DA ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAODE PAIS E MESTRES DO CENTRO DE EDUC,10,1,1,CAIXAS ESCOLARES e similares,
ASSOSSIACAO COMUNIDADE ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
CONSELHO DE ESCOLA DA UNIDADE EXECUTORA,10,1,1,CAIXAS ESCOLARES e similares,
CONSELHO ESOLAR DA ESCOLA MUNICIPALIZADA,10,1,1,CAIXAS ESCOLARES e similares,
UNIDADE EXECUTORA PROPRIA,10,0,.,CAIXAS ESCOLARES e similares,
^APP,11,1,1,CAIXAS ESCOLARES e similares,
AAPM,11,1,1,CAIXAS ESCOLARES e similares,
^APM,11,1,1,CAIXAS ESCOLARES e similares,
^ACE DA,11,1,1,CAIXAS ESCOLARES e similares,
CEI,11,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.,11,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO INF,11,1,2,CAIXAS ESCOLARES e similares,
EMEB,11,1,2,CAIXAS ESCOLARES e similares,
ESCOLA,11,1,2,CAIXAS ESCOLARES e similares,
PARCEIRO,11,0,.,CAIXAS ESCOLARES e similares,
PESCADORES,11,0,.,CAIXAS ESCOLARES e similares,
APP,12,1,1,CAIXAS ESCOLARES e similares,
UEX,12,1,1,CAIXAS ESCOLARES e similares,
ESCOLA,12,1,2,CAIXAS ESCOLARES e similares,
CAPPARELLI,12,0,.,CAIXAS ESCOLARES e similares,
PERMISSIONARIO,12,0,.,CAIXAS ESCOLARES e similares,
XIQUEXIQUE,12,0,.,CAIXAS ESCOLARES e similares,
A\\.P\\.M,13,1,1,CAIXAS ESCOLARES e similares,
^APF,13,1,1,CAIXAS ESCOLARES e similares,
^APM,13,1,1,CAIXAS ESCOLARES e similares,
^APMF,13,1,1,CAIXAS ESCOLARES e similares,
^APPF,13,1,1,CAIXAS ESCOLARES e similares,
^APP,13,1,1,CAIXAS ESCOLARES e similares,
 CMAE,13,1,2,CAIXAS ESCOLARES e similares,
 CMEI,13,1,2,CAIXAS ESCOLARES e similares,
 CRECHE,13,1,2,CAIXAS ESCOLARES e similares,
 E M,13,1,2,CAIXAS ESCOLARES e similares,
 E\\.M,13,1,2,CAIXAS ESCOLARES e similares,
 EIM,13,1,2,CAIXAS ESCOLARES e similares,
 EM,13,1,2,CAIXAS ESCOLARES e similares,
CENTRO EDUCACIONAL,13,1,2,CAIXAS ESCOLARES e similares,
COLEGIO ESTADUAL,13,1,2,CAIXAS ESCOLARES e similares,
DO CISAR,13,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\.,13,1,2,CAIXAS ESCOLARES e similares,
E\\.M ELEVIR,13,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.,13,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.C\\.C\\.,13,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.HELENA,13,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.PROF,13,1,2,CAIXAS ESCOLARES e similares,
ESCOLA,13,1,2,CAIXAS ESCOLARES e similares,
PAIS E PROF,13,1,2,CAIXAS ESCOLARES e similares,
^APPHPE,13,0,.,CAIXAS ESCOLARES e similares,
^A P P,14,1,1,CAIXAS ESCOLARES e similares,
^APP,14,1,1,CAIXAS ESCOLARES e similares,
 E B,14,1,2,CAIXAS ESCOLARES e similares,
 EEB,14,1,2,CAIXAS ESCOLARES e similares,
 EEF,14,1,2,CAIXAS ESCOLARES e similares,
 EI,14,1,2,CAIXAS ESCOLARES e similares,
19 DE NOVEMBRO,14,1,2,CAIXAS ESCOLARES e similares,
ACRE,14,1,2,CAIXAS ESCOLARES e similares,
ALMIRANTE TAMANDARE,14,1,2,CAIXAS ESCOLARES e similares,
ANDRE LUIZ,14,1,2,CAIXAS ESCOLARES e similares,
ASS DE PAIS E PROF D,14,1,2,CAIXAS ESCOLARES e similares,
ASSOACIACAO DE PAIS E PROFESSORES,14,1,2,CAIXAS ESCOLARES e similares,
BARBARA HOLIODORA,14,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE EDUCACAO,14,1,2,CAIXAS ESCOLARES e similares,
CENTRO EDUCAC,14,1,2,CAIXAS ESCOLARES e similares,
CLEMENTINA DE JESUS,14,1,2,CAIXAS ESCOLARES e similares,
COLEGIO,14,1,2,CAIXAS ESCOLARES e similares,
COLGIO,14,1,2,CAIXAS ESCOLARES e similares,
CRIANCA ESPERANCA,14,1,2,CAIXAS ESCOLARES e similares,
CRISTO REI,14,1,2,CAIXAS ESCOLARES e similares,
CRUZ DO CALVARIO,14,1,2,CAIXAS ESCOLARES e similares,
DA EI,14,1,2,CAIXAS ESCOLARES e similares,
DA ESCOLA,14,1,2,CAIXAS ESCOLARES e similares,
DE PAES E PROFESSOR,14,1,2,CAIXAS ESCOLARES e similares,
DELFIN MOREIRA,14,1,2,CAIXAS ESCOLARES e similares,
DOM PEDRO II,14,1,2,CAIXAS ESCOLARES e similares,
E\\. E\\. B\\.,14,1,2,CAIXAS ESCOLARES e similares,
E\\. I\\.,14,1,2,CAIXAS ESCOLARES e similares,
E\\. I\\.,14,1,2,CAIXAS ESCOLARES e similares,
E\\.I\\.,14,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.B\\.,14,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO BAS,14,1,2,CAIXAS ESCOLARES e similares,
EEB\\.,14,1,2,CAIXAS ESCOLARES e similares,
EEF\\.,14,1,2,CAIXAS ESCOLARES e similares,
EM\\.EI\\.EF\\.,14,1,2,CAIXAS ESCOLARES e similares,
ESC BAS,14,1,2,CAIXAS ESCOLARES e similares,
ESC EST,14,1,2,CAIXAS ESCOLARES e similares,
ESC ISO,14,1,2,CAIXAS ESCOLARES e similares,
ESC MUN,14,1,2,CAIXAS ESCOLARES e similares,
